years	months	days	hours	minutes	seconds	Q
2009	8	18	13	9	0	17221.9105167455
2009	8	18	13	10	0	16838.5239405826
2009	8	18	13	11	0	16455.5583735308
2009	8	18	13	12	0	16072.8251755272
2009	8	18	13	13	0	15690.139762399
2009	8	18	13	14	0	15307.3212378403
2009	8	18	13	15	0	14924.1920217211
2009	8	18	13	16	0	14540.5774798821
2009	8	18	13	17	0	14156.305599112
2009	8	18	13	18	0	13771.2066544324
2009	8	18	13	19	0	13385.1128752289
2009	8	18	13	20	0	12997.8581503408
2009	8	18	13	21	0	12609.2777221441
2009	8	18	13	22	0	12219.2078774785
2009	8	18	13	23	0	11827.4856737099
2009	8	18	13	24	0	11433.9486395178
2009	8	18	13	25	0	11038.4344992581
2009	8	18	13	26	0	10640.780892891
2009	8	18	13	27	0	10240.8250855855
2009	8	18	13	28	0	9838.40370249445
2009	8	18	13	29	0	9433.35244547826
2009	8	18	13	30	0	9025.50580288128
2009	8	18	13	31	0	8614.69677863004
2009	8	18	13	32	0	8200.7566008061
2009	8	18	13	33	0	7783.51442194844
2009	8	18	13	34	0	7362.79703335566
2009	8	18	13	35	0	6938.42855622102
2009	8	18	13	36	0	6510.23012297612
2009	8	18	13	37	0	6078.01956699257
2009	8	18	13	38	0	5641.61108613388
2009	8	18	13	39	0	5200.81489461891
2009	8	18	13	40	0	4755.43687785588
2009	8	18	13	41	0	4305.27821183347
2009	8	18	13	42	0	3850.13498542449
2009	8	18	13	43	0	3389.79779262155
2009	8	18	13	44	0	2924.05130676569
2009	8	18	13	45	0	2452.67384513397
2009	8	18	13	46	0	1975.43689604791
2009	8	18	13	47	0	1492.10462559615
2009	8	18	13	48	0	1002.4333655032
2009	8	18	13	49	0	506.171057105828
2009	8	18	13	50	0	3.05666934721825
2009	8	18	13	51	0	-507.180412817079
2009	8	18	13	52	0	-1024.42950917106
2009	8	18	13	53	0	-1548.29945816433
2009	8	18	13	54	0	-2078.51975525257
2009	8	18	13	55	0	-2614.8110725316
2009	8	18	13	56	0	-3156.88570333408
2009	8	18	13	57	0	-3704.44814232745
2009	8	18	13	58	0	-4257.19568588532
2009	8	18	13	59	0	-4814.81906467056
2009	8	18	14	0	0	-5377.00311617506
2009	8	18	14	1	0	-5942.96479873804
2009	8	18	14	2	0	-6501.27044423003
2009	8	18	14	3	0	-7055.8891482873
2009	8	18	14	4	0	-7606.378938677
2009	8	18	14	5	0	-8152.47210262264
2009	8	18	14	6	0	-8693.91041958944
2009	8	18	14	7	0	-9230.44594586734
2009	8	18	14	8	0	-9761.84136028967
2009	8	18	14	9	0	-10287.8702561634
2009	8	18	14	10	0	-10808.3173918655
2009	8	18	14	11	0	-11322.9789018697
2009	8	18	14	12	0	-11831.6624488674
2009	8	18	14	13	0	-12334.1873498013
2009	8	18	14	14	0	-12830.3846551517
2009	8	18	14	15	0	-13320.0971735995
2009	8	18	14	16	0	-13803.1794763546
2009	8	18	14	17	0	-14279.4978583488
2009	8	18	14	18	0	-14748.9302478584
2009	8	18	14	19	0	-15211.3661034351
2009	8	18	14	20	0	-15666.7062727137
2009	8	18	14	21	0	-16114.8628039731
2009	8	18	14	22	0	-16555.7587535467
2009	8	18	14	23	0	-16989.327960951
2009	8	18	14	24	0	-17415.51478179
2009	8	18	14	25	0	-17834.2738276698
2009	8	18	14	26	0	-18245.5696675331
2009	8	18	14	27	0	-18649.3765174625
2009	8	18	14	28	0	-19045.6779261504
2009	8	18	14	29	0	-19434.4664205843
2009	8	18	14	30	0	-19815.7431714973
2009	8	18	14	31	0	-20189.5176423248
2009	8	18	14	32	0	-20555.8072091182
2009	8	18	14	33	0	-20914.6368070446
2009	8	18	14	34	0	-21266.0385653552
2009	8	18	14	35	0	-21610.0514172238
2009	8	18	14	36	0	-21946.720742847
2009	8	18	14	37	0	-22276.0980051075
2009	8	18	14	38	0	-22598.2403631876
2009	8	18	14	39	0	-22913.2103280125
2009	8	18	14	40	0	-23221.0753974665
2009	8	18	14	41	0	-23521.9077043605
2009	8	18	14	42	0	-23815.783685242
2009	8	18	14	43	0	-24102.7837222716
2009	8	18	14	44	0	-24382.991832087
2009	8	18	14	45	0	-24656.4953536769
2009	8	18	14	46	0	-24923.3846182441
2009	8	18	14	47	0	-25183.7526679181
2009	8	18	14	48	0	-25437.694974396
2009	8	18	14	49	0	-25685.3091397261
2009	8	18	14	50	0	-25926.6946480482
2009	8	18	14	51	0	-26161.9526175192
2009	8	18	14	52	0	-26391.1855339675
2009	8	18	14	53	0	-26614.497040338
2009	8	18	14	54	0	-26831.9917075801
2009	8	18	14	55	0	-27043.7748240877
2009	8	18	14	56	0	-27249.9522122976
2009	8	18	14	57	0	-27450.6300158968
2009	8	18	14	58	0	-27645.9145418686
2009	8	18	14	59	0	-27835.9121011797
2009	8	18	15	0	0	-28020.7288282787
2009	8	18	15	1	0	-28196.3160780229
2009	8	18	15	2	0	-28361.4282633705
2009	8	18	15	3	0	-28521.4467093157
2009	8	18	15	4	0	-28675.0303006914
2009	8	18	15	5	0	-28822.3448092862
2009	8	18	15	6	0	-28963.5347289619
2009	8	18	15	7	0	-29098.7431229281
2009	8	18	15	8	0	-29228.1112400671
2009	8	18	15	9	0	-29351.7783856409
2009	8	18	15	10	0	-29469.8818417061
2009	8	18	15	11	0	-29582.5567680696
2009	8	18	15	12	0	-29689.9361258464
2009	8	18	15	13	0	-29792.1506205515
2009	8	18	15	14	0	-29889.3286217777
2009	8	18	15	15	0	-29981.5961318491
2009	8	18	15	16	0	-30069.076748639
2009	8	18	15	17	0	-30151.8916114149
2009	8	18	15	18	0	-30230.1593932076
2009	8	18	15	19	0	-30303.9962856378
2009	8	18	15	20	0	-30373.515965039
2009	8	18	15	21	0	-30438.8296039281
2009	8	18	15	22	0	-30500.0458734098
2009	8	18	15	23	0	-30557.2709253736
2009	8	18	15	24	0	-30610.608422146
2009	8	18	15	25	0	-30660.1595382245
2009	8	18	15	26	0	-30706.0229779569
2009	8	18	15	27	0	-30748.2950064656
2009	8	18	15	28	0	-30787.0694496257
2009	8	18	15	29	0	-30822.4377381043
2009	8	18	15	30	0	-30854.4889392281
2009	8	18	15	31	0	-30883.3097656911
2009	8	18	15	32	0	-30908.984626424
2009	8	18	15	33	0	-30931.595664483
2009	8	18	15	34	0	-30951.2227710207
2009	8	18	15	35	0	-30967.9436408298
2009	8	18	15	36	0	-30981.8338142302
2009	8	18	15	37	0	-30992.9666944467
2009	8	18	15	38	0	-31001.4136092375
2009	8	18	15	39	0	-31007.2438406443
2009	8	18	15	40	0	-31010.5246675567
2009	8	18	15	41	0	-31011.3214184272
2009	8	18	15	42	0	-31009.6974899856
2009	8	18	15	43	0	-31005.7144075726
2009	8	18	15	44	0	-30999.4318706147
2009	8	18	15	45	0	-30990.9077726527
2009	8	18	15	46	0	-30980.1982614607
2009	8	18	15	47	0	-30967.3577840537
2009	8	18	15	48	0	-30952.4391060914
2009	8	18	15	49	0	-30935.4933710921
2009	8	18	15	50	0	-30916.5701443459
2009	8	18	15	51	0	-30895.7174311397
2009	8	18	15	52	0	-30872.9817345515
2009	8	18	15	53	0	-30848.4080978091
2009	8	18	15	54	0	-30822.040120949
2009	8	18	15	55	0	-30793.9200199597
2009	8	18	15	56	0	-30764.088652926
2009	8	18	15	57	0	-30732.5855579289
2009	8	18	15	58	0	-30699.4489996843
2009	8	18	15	59	0	-30664.715981883
2009	8	18	16	0	0	-30628.4222997353
2009	8	18	16	1	0	-30582.9866875256
2009	8	18	16	2	0	-30524.5134337459
2009	8	18	16	3	0	-30463.2642402454
2009	8	18	16	4	0	-30396.6287489102
2009	8	18	16	5	0	-30324.7738974976
2009	8	18	16	6	0	-30247.8242654032
2009	8	18	16	7	0	-30165.9005164473
2009	8	18	16	8	0	-30079.1189576576
2009	8	18	16	9	0	-29987.5916541174
2009	8	18	16	10	0	-29891.4265072362
2009	8	18	16	11	0	-29790.7273555663
2009	8	18	16	12	0	-29685.5940668538
2009	8	18	16	13	0	-29576.1226185579
2009	8	18	16	14	0	-29462.4052038695
2009	8	18	16	15	0	-29344.5303183126
2009	8	18	16	16	0	-29222.5828387637
2009	8	18	16	17	0	-29096.6441264245
2009	8	18	16	18	0	-28966.7921098661
2009	8	18	16	19	0	-28833.1013602151
2009	8	18	16	20	0	-28695.6431895863
2009	8	18	16	21	0	-28554.4857292411
2009	8	18	16	22	0	-28409.6939997942
2009	8	18	16	23	0	-28261.3300057666
2009	8	18	16	24	0	-28109.4527987819
2009	8	18	16	25	0	-27954.1185608514
2009	8	18	16	26	0	-27795.3806760943
2009	8	18	16	27	0	-27633.2897905054
2009	8	18	16	28	0	-27467.8938942047
2009	8	18	16	29	0	-27299.2383830929
2009	8	18	16	30	0	-27127.3661128955
2009	8	18	16	31	0	-26952.317474641
2009	8	18	16	32	0	-26774.1304495788
2009	8	18	16	33	0	-26592.8406567641
2009	8	18	16	34	0	-26408.4814216842
2009	8	18	16	35	0	-26221.0838243998
2009	8	18	16	36	0	-26030.6767406803
2009	8	18	16	37	0	-25837.286903799
2009	8	18	16	38	0	-25640.9389459499
2009	8	18	16	39	0	-25441.6554330223
2009	8	18	16	40	0	-25239.4569211601
2009	8	18	16	41	0	-25034.3619831524
2009	8	18	16	42	0	-24826.387254686
2009	8	18	16	43	0	-24615.5474678495
2009	8	18	16	44	0	-24401.8554750504
2009	8	18	16	45	0	-24185.3222931028
2009	8	18	16	46	0	-23965.9571272837
2009	8	18	16	47	0	-23743.7673898093
2009	8	18	16	48	0	-23518.7587374944
2009	8	18	16	49	0	-23290.935089523
2009	8	18	16	50	0	-23060.2986400514
2009	8	18	16	51	0	-22826.849889536
2009	8	18	16	52	0	-22590.587656302
2009	8	18	16	53	0	-22351.509083353
2009	8	18	16	54	0	-22109.6096647383
2009	8	18	16	55	0	-21864.8832433476
2009	8	18	16	56	0	-21617.3220285234
2009	8	18	16	57	0	-21366.9165999121
2009	8	18	16	58	0	-21113.655904172
2009	8	18	16	59	0	-20857.5272694971
2009	8	18	17	0	0	-20598.5164006401
2009	8	18	17	1	0	-20324.6715583847
2009	8	18	17	2	0	-20038.2595313879
2009	8	18	17	3	0	-19752.0308774104
2009	8	18	17	4	0	-19461.8256185674
2009	8	18	17	5	0	-19167.6824482271
2009	8	18	17	6	0	-18869.5993335624
2009	8	18	17	7	0	-18567.5716286278
2009	8	18	17	8	0	-18261.5917389439
2009	8	18	17	9	0	-17951.649111154
2009	8	18	17	10	0	-17637.7302376732
2009	8	18	17	11	0	-17319.8186318209
2009	8	18	17	12	0	-16997.8948189784
2009	8	18	17	13	0	-16671.9363190218
2009	8	18	17	14	0	-16341.9176108527
2009	8	18	17	15	0	-16007.8101093929
2009	8	18	17	16	0	-15669.5821341366
2009	8	18	17	17	0	-15327.1988592519
2009	8	18	17	18	0	-14980.6222752733
2009	8	18	17	19	0	-14629.8111422723
2009	8	18	17	20	0	-14274.7209239057
2009	8	18	17	21	0	-13915.3037320359
2009	8	18	17	22	0	-13551.5082626256
2009	8	18	17	23	0	-13183.2797116811
2009	8	18	17	24	0	-12810.5597005688
2009	8	18	17	25	0	-12433.2861917502
2009	8	18	17	26	0	-12051.3933839471
2009	8	18	17	27	0	-11664.811621806
2009	8	18	17	28	0	-11273.4672735961
2009	8	18	17	29	0	-10877.282617925
2009	8	18	17	30	0	-10476.1757200799
2009	8	18	17	31	0	-10070.0602850984
2009	8	18	17	32	0	-9658.84551576615
2009	8	18	17	33	0	-9242.43595936279
2009	8	18	17	34	0	-8820.73132929483
2009	8	18	17	35	0	-8393.6263293182
2009	8	18	17	36	0	-7961.01046504457
2009	8	18	17	37	0	-7522.76782802153
2009	8	18	17	38	0	-7078.77687954561
2009	8	18	17	39	0	-6628.9102194928
2009	8	18	17	40	0	-6173.03432405793
2009	8	18	17	41	0	-5711.00928851038
2009	8	18	17	42	0	-5242.68852895511
2009	8	18	17	43	0	-4767.91847901793
2009	8	18	17	44	0	-4286.53826675698
2009	8	18	17	45	0	-3798.3793545213
2009	8	18	17	46	0	-3303.26516707055
2009	8	18	17	47	0	-2801.01069567021
2009	8	18	17	48	0	-2291.42205955305
2009	8	18	17	49	0	-1774.29604914999
2009	8	18	17	50	0	-1249.41963948788
2009	8	18	17	51	0	-716.56945373523
2009	8	18	17	52	0	-175.511200202391
2009	8	18	17	53	0	374.000928263388
2009	8	18	17	54	0	932.042297753048
2009	8	18	17	55	0	1498.17518318594
2009	8	18	17	56	0	2072.09298027521
2009	8	18	17	57	0	2653.4910608557
2009	8	18	17	58	0	3242.05381304352
2009	8	18	17	59	0	3837.4551640686
2009	8	18	18	0	0	4439.35913532071
2009	8	18	18	1	0	5046.18234791693
2009	8	18	18	2	0	5647.48362011983
2009	8	18	18	3	0	6247.73116421009
2009	8	18	18	4	0	6846.18677533656
2009	8	18	18	5	0	7442.54343522477
2009	8	18	18	6	0	8036.49766822972
2009	8	18	18	7	0	8627.7512361306
2009	8	18	18	8	0	9216.01171572571
2009	8	18	18	9	0	9800.99305939126
2009	8	18	18	10	0	10382.4161191558
2009	8	18	18	11	0	10960.0091518416
2009	8	18	18	12	0	11533.5082881076
2009	8	18	18	13	0	12102.6579694391
2009	8	18	18	14	0	12667.2113603927
2009	8	18	18	15	0	13226.9307140593
2009	8	18	18	16	0	13781.5877076837
2009	8	18	18	17	0	14330.9637501803
2009	8	18	18	18	0	14874.8502393106
2009	8	18	18	19	0	15413.0487881185
2009	8	18	18	20	0	15945.3714238665
2009	8	18	18	21	0	16471.6407348301
2009	8	18	18	22	0	16991.6899873788
2009	8	18	18	23	0	17505.363218008
2009	8	18	18	24	0	18012.5152717574
2009	8	18	18	25	0	18513.0118221438
2009	8	18	18	26	0	19006.7293515601
2009	8	18	18	27	0	19493.5550965688
2009	8	18	18	28	0	19973.3869794024
2009	8	18	18	29	0	20446.1334901219
2009	8	18	18	30	0	20911.7135491682
2009	8	18	18	31	0	21370.0563580256
2009	8	18	18	32	0	21821.101204355
2009	8	18	18	33	0	22264.7972529814
2009	8	18	18	34	0	22701.1033312932
2009	8	18	18	35	0	23129.9876728965
2009	8	18	18	36	0	23551.4276528744
2009	8	18	18	37	0	23965.4095238951
2009	8	18	18	38	0	24371.9281124157
2009	8	18	18	39	0	24770.9865236942
2009	8	18	18	40	0	25162.5958293555
2009	8	18	18	41	0	25546.7747402698
2009	8	18	18	42	0	25923.5492959873
2009	8	18	18	43	0	26292.9525215781
2009	8	18	18	44	0	26655.0240903821
2009	8	18	18	45	0	27009.8100031206
2009	8	18	18	46	0	27357.3622381156
2009	8	18	18	47	0	27697.7384117479
2009	8	18	18	48	0	28031.0014599143
2009	8	18	18	49	0	28357.219292908
2009	8	18	18	50	0	28676.4644641339
2009	8	18	18	51	0	28988.8138636797
2009	8	18	18	52	0	29294.3483869476
2009	8	18	18	53	0	29593.1526199598
2009	8	18	18	54	0	29885.3145525893
2009	8	18	18	55	0	30170.9252652326
2009	8	18	18	56	0	30450.0786485855
2009	8	18	18	57	0	30722.8711235126
2009	8	18	18	58	0	30989.4013604641
2009	8	18	18	59	0	31249.770037497
2009	8	18	19	0	0	31504.0795736565
2009	8	18	19	1	0	31752.1445771429
2009	8	18	19	2	0	31992.0827292572
2009	8	18	19	3	0	32225.088124647
2009	8	18	19	4	0	32451.1937559745
2009	8	18	19	5	0	32670.5499136332
2009	8	18	19	6	0	32883.3050553217
2009	8	18	19	7	0	33089.6073862255
2009	8	18	19	8	0	33289.6046288411
2009	8	18	19	9	0	33483.4437977765
2009	8	18	19	10	0	33671.271014076
2009	8	18	19	11	0	33853.2313283568
2009	8	18	19	12	0	34029.4685427529
2009	8	18	19	13	0	34200.1250816467
2009	8	18	19	14	0	34365.3418370588
2009	8	18	19	15	0	34525.2580360897
2009	8	18	19	16	0	34680.0111476541
2009	8	18	19	17	0	34829.7367628449
2009	8	18	19	18	0	34974.5684959606
2009	8	18	19	19	0	35114.6379236937
2009	8	18	19	20	0	35250.074495813
2009	8	18	19	21	0	35381.0054651386
2009	8	18	19	22	0	35507.5558545425
2009	8	18	19	23	0	35629.8483902437
2009	8	18	19	24	0	35748.003470121
2009	8	18	19	25	0	35862.13913353
2009	8	18	19	26	0	35972.3710218008
2009	8	18	19	27	0	36078.8123831351
2009	8	18	19	28	0	36181.5740426669
2009	8	18	19	29	0	36280.7643885568
2009	8	18	19	30	0	36376.4893924332
2009	8	18	19	31	0	36468.8525946427
2009	8	18	19	32	0	36557.955104502
2009	8	18	19	33	0	36643.8956340897
2009	8	18	19	34	0	36726.7704954281
2009	8	18	19	35	0	36806.6736117891
2009	8	18	19	36	0	36883.6965618513
2009	8	18	19	37	0	36957.9285860058
2009	8	18	19	38	0	37029.4566060369
2009	8	18	19	39	0	37098.3652770858
2009	8	18	19	40	0	37164.7369973539
2009	8	18	19	41	0	37228.6519484641
2009	8	18	19	42	0	37290.1881314669
2009	8	18	19	43	0	37349.4213872553
2009	8	18	19	44	0	37406.4254582168
2009	8	18	19	45	0	37461.2720081643
2009	8	18	19	46	0	37514.0306542519
2009	8	18	19	47	0	37564.7690301548
2009	8	18	19	48	0	37613.5528081537
2009	8	18	19	49	0	37660.4457328295
2009	8	18	19	50	0	37705.5096857988
2009	8	18	19	51	0	37748.8047087651
2009	8	18	19	52	0	37790.3890379094
2009	8	18	19	53	0	37830.3191691683
2009	8	18	19	54	0	37868.6498779204
2009	8	18	19	55	0	37905.4342681615
2009	8	18	19	56	0	37940.7238154044
2009	8	18	19	57	0	37974.5683918415
2009	8	18	19	58	0	38007.0163322023
2009	8	18	19	59	0	38038.1144554236
2009	8	18	20	0	0	38067.9080972728
2009	8	18	20	1	0	38095.9054853911
2009	8	18	20	2	0	38122.1779834624
2009	8	18	20	3	0	38147.3808613474
2009	8	18	20	4	0	38171.3600388803
2009	8	18	20	5	0	38194.1610525284
2009	8	18	20	6	0	38215.8241775831
2009	8	18	20	7	0	38236.3884641791
2009	8	18	20	8	0	38255.8916755249
2009	8	18	20	9	0	38274.3703347307
2009	8	18	20	10	0	38291.8597633955
2009	8	18	20	11	0	38308.3941009425
2009	8	18	20	12	0	38324.0063661552
2009	8	18	20	13	0	38338.728472364
2009	8	18	20	14	0	38352.591253542
2009	8	18	20	15	0	38365.6245222596
2009	8	18	20	16	0	38377.8570826041
2009	8	18	20	17	0	38389.3167540087
2009	8	18	20	18	0	38400.0304270184
2009	8	18	20	19	0	38410.0240739255
2009	8	18	20	20	0	38419.3227703549
2009	8	18	20	21	0	38427.9507488697
2009	8	18	20	22	0	38435.931407372
2009	8	18	20	23	0	38443.2873285004
2009	8	18	20	24	0	38450.0403311359
2009	8	18	20	25	0	38456.2114730449
2009	8	18	20	26	0	38461.8210838906
2009	8	18	20	27	0	38466.8887915271
2009	8	18	20	28	0	38471.4335288082
2009	8	18	20	29	0	38475.4735832151
2009	8	18	20	30	0	38479.0265996909
2009	8	18	20	31	0	38482.109594645
2009	8	18	20	32	0	38484.7390023053
2009	8	18	20	33	0	38486.9306757028
2009	8	18	20	34	0	38488.6998988532
2009	8	18	20	35	0	38490.0614313745
2009	8	18	20	36	0	38491.0295077107
2009	8	18	20	37	0	38491.6178476103
2009	8	18	20	38	0	38491.8396991226
2009	8	18	20	39	0	38491.7078325598
2009	8	18	20	40	0	38491.2345652084
2009	8	18	20	41	0	38490.4317794843
2009	8	18	20	42	0	38489.310921631
2009	8	18	20	43	0	38487.8830437119
2009	8	18	20	44	0	38486.1587986944
2009	8	18	20	45	0	38484.1484469558
2009	8	18	20	46	0	38481.8618955173
2009	8	18	20	47	0	38479.3086918248
2009	8	18	20	48	0	38476.4980289721
2009	8	18	20	49	0	38473.4387837224
2009	8	18	20	50	0	38470.1395090658
2009	8	18	20	51	0	38466.6084382646
2009	8	18	20	52	0	38462.8535217638
2009	8	18	20	53	0	38458.882414989
2009	8	18	20	54	0	38454.7024972024
2009	8	18	20	55	0	38450.3208839628
2009	8	18	20	56	0	38445.7444201711
2009	8	18	20	57	0	38440.9797167896
2009	8	18	20	58	0	38436.0331405905
2009	8	18	20	59	0	38430.9108155293
2009	8	18	21	0	0	38425.6186571442
2009	8	18	21	1	0	38421.4526118272
2009	8	18	21	2	0	38417.5704721059
2009	8	18	21	3	0	38412.8005279945
2009	8	18	21	4	0	38407.6305533445
2009	8	18	21	5	0	38402.0661260069
2009	8	18	21	6	0	38396.1221864444
2009	8	18	21	7	0	38389.8129230864
2009	8	18	21	8	0	38383.1519931002
2009	8	18	21	9	0	38376.15256158
2009	8	18	21	10	0	38368.8272985407
2009	8	18	21	11	0	38361.188404363
2009	8	18	21	12	0	38353.247629622
2009	8	18	21	13	0	38345.0162756532
2009	8	18	21	14	0	38336.5052364879
2009	8	18	21	15	0	38327.7249962888
2009	8	18	21	16	0	38318.6856370729
2009	8	18	21	17	0	38309.3968777184
2009	8	18	21	18	0	38299.8680699018
2009	8	18	21	19	0	38290.1082043441
2009	8	18	21	20	0	38280.1259484025
2009	8	18	21	21	0	38269.9296406166
2009	8	18	21	22	0	38259.5272956151
2009	8	18	21	23	0	38248.9266404196
2009	8	18	21	24	0	38238.1351042879
2009	8	18	21	25	0	38227.1598373719
2009	8	18	21	26	0	38216.0077239676
2009	8	18	21	27	0	38204.6853766617
2009	8	18	21	28	0	38193.1991721299
2009	8	18	21	29	0	38181.5552425533
2009	8	18	21	30	0	38169.7594775335
2009	8	18	21	31	0	38157.8175575254
2009	8	18	21	32	0	38145.7349443187
2009	8	18	21	33	0	38133.516882023
2009	8	18	21	34	0	38121.1684296098
2009	8	18	21	35	0	38108.6944505247
2009	8	18	21	36	0	38096.0996128347
2009	8	18	21	37	0	38083.3884209677
2009	8	18	21	38	0	38070.5652010967
2009	8	18	21	39	0	38057.634115511
2009	8	18	21	40	0	38044.5991717323
2009	8	18	21	41	0	38031.464212639
2009	8	18	21	42	0	38018.2329484205
2009	8	18	21	43	0	38004.9089442451
2009	8	18	21	44	0	37991.4956185634
2009	8	18	21	45	0	37977.9962730761
2009	8	18	21	46	0	37964.4140798431
2009	8	18	21	47	0	37950.7520790188
2009	8	18	21	48	0	37937.0132082766
2009	8	18	21	49	0	37923.2002893899
2009	8	18	21	50	0	37909.3160254596
2009	8	18	21	51	0	37895.3630298497
2009	8	18	21	52	0	37881.3438122962
2009	8	18	21	53	0	37867.2607756785
2009	8	18	21	54	0	37853.1162445174
2009	8	18	21	55	0	37838.912447216
2009	8	18	21	56	0	37824.6515274005
2009	8	18	21	57	0	37810.335550128
2009	8	18	21	58	0	37795.9664891843
2009	8	18	21	59	0	37781.546256333
2009	8	18	22	0	0	37767.0766863638
2009	8	18	22	1	0	37754.7807923347
2009	8	18	22	2	0	37743.377006999
2009	8	18	22	3	0	37730.7696463193
2009	8	18	22	4	0	37717.7909276192
2009	8	18	22	5	0	37704.4391000172
2009	8	18	22	6	0	37690.7294926765
2009	8	18	22	7	0	37676.6764679723
2009	8	18	22	8	0	37662.2938493288
2009	8	18	22	9	0	37647.5949155893
2009	8	18	22	10	0	37632.5924283103
2009	8	18	22	11	0	37617.2986545913
2009	8	18	22	12	0	37601.7253715696
2009	8	18	22	13	0	37585.8839082228
2009	8	18	22	14	0	37569.7851473455
2009	8	18	22	15	0	37553.439535932
2009	8	18	22	16	0	37536.8571237932
2009	8	18	22	17	0	37520.0475636817
2009	8	18	22	18	0	37503.0201198592
2009	8	18	22	19	0	37485.7837049521
2009	8	18	22	20	0	37468.3468783857
2009	8	18	22	21	0	37450.7178533186
2009	8	18	22	22	0	37432.904531911
2009	8	18	22	23	0	37414.9144991735
2009	8	18	22	24	0	37396.7550416832
2009	8	18	22	25	0	37378.4331623045
2009	8	18	22	26	0	37359.9555768713
2009	8	18	22	27	0	37341.3287483919
2009	8	18	22	28	0	37322.5588817494
2009	8	18	22	29	0	37303.6519270538
2009	8	18	22	30	0	37284.6136114209
2009	8	18	22	31	0	37265.4494325676
2009	8	18	22	32	0	37246.1646610707
2009	8	18	22	33	0	37226.764371077
2009	8	18	22	34	0	37207.2534328888
2009	8	18	22	35	0	37187.6365142459
2009	8	18	22	36	0	37167.9181100793
2009	8	18	22	37	0	37148.1025341957
2009	8	18	22	38	0	37128.1939196884
2009	8	18	22	39	0	37108.1962478352
2009	8	18	22	40	0	37088.1133359234
2009	8	18	22	41	0	37067.9488500908
2009	8	18	22	42	0	37047.7063143985
2009	8	18	22	43	0	37027.3891021247
2009	8	18	22	44	0	37007.0004646646
2009	8	18	22	45	0	36986.54352124
2009	8	18	22	46	0	36966.0212574249
2009	8	18	22	47	0	36945.4365521792
2009	8	18	22	48	0	36924.7921669995
2009	8	18	22	49	0	36904.090743874
2009	8	18	22	50	0	36883.3348317506
2009	8	18	22	51	0	36862.5268751671
2009	8	18	22	52	0	36841.6692117001
2009	8	18	22	53	0	36820.7640979278
2009	8	18	22	54	0	36799.813694551
2009	8	18	22	55	0	36778.8200765584
2009	8	18	22	56	0	36757.7852397381
2009	8	18	22	57	0	36736.7110895585
2009	8	18	22	58	0	36715.5994676336
2009	8	18	22	59	0	36694.4521392104
2009	8	18	23	0	0	36673.2707895303
2009	8	18	23	1	0	36657.556096801
2009	8	18	23	2	0	36642.236214934
2009	8	18	23	3	0	36622.8687550121
2009	8	18	23	4	0	36601.5460433653
2009	8	18	23	5	0	36578.3066816188
2009	8	18	23	6	0	36553.2299387811
2009	8	18	23	7	0	36526.3909605664
2009	8	18	23	8	0	36497.8618418475
2009	8	18	23	9	0	36467.7117238718
2009	8	18	23	10	0	36436.0069125558
2009	8	18	23	11	0	36402.810975085
2009	8	18	23	12	0	36368.1848623705
2009	8	18	23	13	0	36332.1870021293
2009	8	18	23	14	0	36294.8733908703
2009	8	18	23	15	0	36256.2977052968
2009	8	18	23	16	0	36216.5113854231
2009	8	18	23	17	0	36175.5637167525
2009	8	18	23	18	0	36133.5019320119
2009	8	18	23	19	0	36090.3712848659
2009	8	18	23	20	0	36046.2151229006
2009	8	18	23	21	0	36001.0749803246
2009	8	18	23	22	0	35954.9906429476
2009	8	18	23	23	0	35908.0002126508
2009	8	18	23	24	0	35860.1401917438
2009	8	18	23	25	0	35811.4455378294
2009	8	18	23	26	0	35761.9497289253
2009	8	18	23	27	0	35711.6848295983
2009	8	18	23	28	0	35660.6815372331
2009	8	18	23	29	0	35608.9692548932
2009	8	18	23	30	0	35556.5761364448
2009	8	18	23	31	0	35503.5291317764
2009	8	18	23	32	0	35449.8540523287
2009	8	18	23	33	0	35395.5756100615
2009	8	18	23	34	0	35340.7174567001
2009	8	18	23	35	0	35285.3022434232
2009	8	18	23	36	0	35229.3516542945
2009	8	18	23	37	0	35172.8864401575
2009	8	18	23	38	0	35115.9264730879
2009	8	18	23	39	0	35058.4907728341
2009	8	18	23	40	0	35000.5975442396
2009	8	18	23	41	0	34942.2642166453
2009	8	18	23	42	0	34883.507464639
2009	8	18	23	43	0	34824.3432558233
2009	8	18	23	44	0	34764.7868722412
2009	8	18	23	45	0	34704.8529326929
2009	8	18	23	46	0	34644.5554358245
2009	8	18	23	47	0	34583.9077779787
2009	8	18	23	48	0	34522.9227720423
2009	8	18	23	49	0	34461.612687115
2009	8	18	23	50	0	34399.9892631883
2009	8	18	23	51	0	34338.0637269299
2009	8	18	23	52	0	34275.8468283204
2009	8	18	23	53	0	34213.348850533
2009	8	18	23	54	0	34150.579631136
2009	8	18	23	55	0	34087.5485859285
2009	8	18	23	56	0	34024.2647150365
2009	8	18	23	57	0	33960.7366360589
2009	8	18	23	58	0	33896.97259201
2009	8	18	23	59	0	33832.980460603
2009	8	19	0	0	0	33768.7677844029
2009	8	19	0	1	0	33735.8324914201
2009	8	19	0	2	0	33702.4812926304
2009	8	19	0	3	0	33644.28582904
2009	8	19	0	4	0	33573.1227315265
2009	8	19	0	5	0	33489.231166015
