years	months	days	hours	minutes	seconds	Q	u_Q
2009	6	23	13	44	0	13389.39	972.069714
2009	6	23	13	46	0	13420.57	974.333382
2009	6	23	13	48	0	13450.36	976.496136
2009	6	23	13	50	0	13478.87	978.565962
2009	6	23	13	52	0	13506.16	980.547216
2009	6	23	13	54	0	13532.23	982.439898
2009	6	23	13	56	0	13557.25	984.25635
2009	6	23	13	58	0	13581.31	986.003106
2009	6	23	14	0	0	13604.44	987.682344
2009	6	23	14	2	0	13626.73	989.300598
2009	6	23	14	4	0	13648.19	990.858594
2009	6	23	14	6	0	13668.84	992.357784
2009	6	23	14	8	0	13688.75	993.80325
2009	6	23	14	10	0	13707.95	995.19717
2009	6	23	14	12	0	13726.48	996.542448
2009	6	23	14	14	0	13744.41	997.844166
2009	6	23	14	16	0	13761.75	999.10305
2009	6	23	14	18	0	13778.55	1000.32273
2009	6	23	14	20	0	13794.82	1001.503932
2009	6	23	14	22	0	13810.62	1002.651012
2009	6	23	14	24	0	13825.96	1003.764696
2009	6	23	14	26	0	13840.86	1004.846436
2009	6	23	14	28	0	13855.33	1005.896958
2009	6	23	14	30	0	13869.33	1006.913358
2009	6	23	14	32	0	13882.96	1007.902896
2009	6	23	14	34	0	13896.24	1008.867024
2009	6	23	14	36	0	13909.23	1009.810098
2009	6	23	14	38	0	13922	1010.7372
2009	6	23	14	40	0	13934.6	1011.65196
2009	6	23	14	42	0	13947.08	1012.558008
2009	6	23	14	44	0	13959.5	1013.4597
2009	6	23	14	46	0	13971.93	1014.362118
2009	6	23	14	48	0	13984.45	1015.27107
2009	6	23	14	50	0	13997.02	1016.183652
2009	6	23	14	52	0	14009.63	1017.099138
2009	6	23	14	54	0	14022.21	1018.012446
2009	6	23	14	56	0	14034.68	1018.917768
2009	6	23	14	58	0	14047.05	1019.81583
2009	6	23	15	0	0	14059.21	1020.698646
2009	6	23	15	2	0	14070.86	1021.544436
2009	6	23	15	4	0	14081.69	1022.330694
2009	6	23	15	6	0	14091.53	1023.045078
2009	6	23	15	8	0	14100.45	1023.69267
2009	6	23	15	10	0	14108.66	1024.288716
2009	6	23	15	12	0	14115.92	1024.815792
2009	6	23	15	14	0	14122.25	1025.27535
2009	6	23	15	16	0	14127.67	1025.668842
2009	6	23	15	18	0	14132.18	1025.996268
2009	6	23	15	20	0	14135.73	1026.253998
2009	6	23	15	22	0	14138.34	1026.443484
2009	6	23	15	24	0	14139.98	1026.562548
2009	6	23	15	26	0	14140.58	1026.606108
2009	6	23	15	28	0	14140.14	1026.574164
2009	6	23	15	30	0	14138.67	1026.467442
2009	6	23	15	32	0	14136.19	1026.287394
2009	6	23	15	34	0	14132.83	1026.043458
2009	6	23	15	36	0	14128.81	1025.751606
2009	6	23	15	38	0	14124.26	1025.421276
