years	months	days	hours	minutes	seconds	Q	u_Q
2009	6	19	12	14	0	15787.51	277.860176
2009	6	19	12	16	0	15795.19	277.995344
2009	6	19	12	18	0	15802.99	278.132624
2009	6	19	12	20	0	15810.89	278.271664
2009	6	19	12	22	0	15818.7	278.40912
2009	6	19	12	24	0	15826.21	278.541296
2009	6	19	12	26	0	15833.19	278.664144
2009	6	19	12	28	0	15839.57	278.776432
2009	6	19	12	30	0	15832.2	278.64672
2009	6	19	12	32	0	15837.59	278.741584
2009	6	19	12	34	0	15842.41	278.826416
2009	6	19	12	36	0	15846.57	278.899632
2009	6	19	12	38	0	15850.04	278.960704
2009	6	19	12	40	0	15852.77	279.008752
2009	6	19	12	42	0	15854.64	279.041664
2009	6	19	12	44	0	15855.63	279.059088
2009	6	19	12	46	0	15855.73	279.060848
2009	6	19	12	48	0	15854.79	279.044304
2009	6	19	12	50	0	15852.81	279.009456
2009	6	19	12	52	0	15849.77	278.955952
2009	6	19	12	54	0	15845.52	278.881152
2009	6	19	12	56	0	15840.08	278.785408
2009	6	19	12	58	0	15833.38	278.667488
2009	6	19	13	0	0	15825.31	278.525456
2009	6	19	13	2	0	15815.92	278.360192
2009	6	19	13	4	0	15805.01	278.168176
2009	6	19	13	6	0	15792.65	277.95064
2009	6	19	13	8	0	15778.72	277.705472
2009	6	19	13	10	0	15763.18	277.431968
2009	6	19	13	12	0	15746.01	277.129776
2009	6	19	13	14	0	15727.21	276.798896
2009	6	19	13	16	0	15706.73	276.438448
2009	6	19	13	18	0	15684.47	276.046672
2009	6	19	13	20	0	15660.35	275.62216
2009	6	19	13	22	0	15634.29	275.163504
2009	6	19	13	24	0	15606.14	274.668064
2009	6	19	13	26	0	15575.75	274.1332
2009	6	19	13	28	0	15543.16	273.559616
2009	6	19	13	30	0	15508.05	272.94168
2009	6	19	13	32	0	15470.52	272.281152
2009	6	19	13	34	0	15430.61	271.578736
2009	6	19	13	36	0	15388.09	270.830384
2009	6	19	13	38	0	15343.17	270.039792
2009	6	19	13	40	0	15295.73	269.204848
2009	6	19	13	42	0	15245.69	268.324144
2009	6	19	13	44	0	15193.13	267.399088
2009	6	19	13	46	0	15137.81	266.425456
2009	6	19	13	48	0	15079.91	265.406416
2009	6	19	13	50	0	15019.46	264.342496
2009	6	19	13	52	0	14956.38	263.232288
2009	6	19	13	54	0	14888.67	262.040592
2009	6	19	13	56	0	14820.6	260.84256
2009	6	19	13	58	0	14749.99	259.599824
2009	6	19	14	0	0	14676.82	258.312032
2009	6	19	14	2	0	14601.16	256.980416
2009	6	19	14	4	0	14523.04	255.605504
2009	6	19	14	6	0	14442.57	254.189232
2009	6	19	14	8	0	14359.77	252.731952
2009	6	19	14	10	0	14274.35	251.22856
2009	6	19	14	12	0	14186.44	249.681344
2009	6	19	14	14	0	14096.5	248.0984
2009	6	19	14	16	0	14004.56	246.480256
2009	6	19	14	18	0	13910.44	244.823744
2009	6	19	14	20	0	13814.11	243.128336
2009	6	19	14	22	0	13715.47	241.392272
2009	6	19	14	24	0	13614.38	239.613088
2009	6	19	14	26	0	13510.73	237.788848
2009	6	19	14	28	0	13404.49	235.919024
2009	6	19	14	30	0	13295.7	234.00432
2009	6	19	14	32	0	13184.42	232.045792
2009	6	19	14	34	0	13065.74	229.957024
2009	6	19	14	36	0	12950.57	227.930032
2009	6	19	14	38	0	12833.2	225.86432
2009	6	19	14	40	0	12713.7	223.76112
2009	6	19	14	42	0	12592.12	221.621312
2009	6	19	14	44	0	12468.56	219.446656
2009	6	19	14	46	0	12342.88	217.234688
2009	6	19	14	48	0	12219.06	215.055456
2009	6	19	14	50	0	12089.5	212.7752
2009	6	19	14	52	0	11958.49	210.469424
2009	6	19	14	54	0	11826.21	208.141296
2009	6	19	14	56	0	11692.69	205.791344
2009	6	19	14	58	0	11558.08	203.422208
2009	6	19	15	0	0	11422.52	201.036352
2009	6	19	15	2	0	11286.16	198.636416
2009	6	19	15	4	0	11149.1	196.22416
2009	6	19	15	6	0	11011.37	193.800112
2009	6	19	15	8	0	10873.07	191.366032
2009	6	19	15	10	0	10734.3	188.92368
2009	6	19	15	12	0	10595.21	186.475696
2009	6	19	15	14	0	10455.92	184.024192
2009	6	19	15	16	0	10316.47	181.569872
2009	6	19	15	18	0	10176.89	179.113264
2009	6	19	15	20	0	10037.27	176.655952
2009	6	19	15	22	0	9897.64	174.198464
2009	6	19	15	24	0	9758.08	171.742208
2009	6	19	15	26	0	9618.65	169.28824
2009	6	19	15	28	0	9479.43	166.837968
2009	6	19	15	30	0	9340.47	164.392272
2009	6	19	15	32	0	9201.87	161.952912
2009	6	19	15	34	0	9063.72	159.521472
2009	6	19	15	36	0	8926.06	157.098656
2009	6	19	15	38	0	8788.96	154.685696
2009	6	19	15	40	0	8652.48	152.283648
2009	6	19	15	42	0	8516.71	149.894096
2009	6	19	15	44	0	8381.7	147.51792
2009	6	19	15	46	0	8247.54	145.156704
2009	6	19	15	48	0	8114.29	142.811504
2009	6	19	15	50	0	7982.03	140.483728
2009	6	19	15	52	0	7850.86	138.175136
2009	6	19	15	54	0	7720.87	135.887312
2009	6	19	15	56	0	7592.17	133.622192
2009	6	19	15	58	0	7464.97	131.383472
2009	6	19	16	0	0	7339.52	129.175552
2009	6	19	16	2	0	7209.14	126.880864
2009	6	19	16	4	0	7086.06	124.714656
2009	6	19	16	6	0	6964.27	122.571152
2009	6	19	16	8	0	6844.05	120.45528
2009	6	19	16	10	0	6725.65	118.37144
2009	6	19	16	12	0	6609.28	116.323328
2009	6	19	16	14	0	6495.16	114.314816
2009	6	19	16	16	0	6383.1	112.34256
2009	6	19	16	18	0	6273.92	110.420992
2009	6	19	16	20	0	6165.54	108.513504
2009	6	19	16	22	0	6060.23	106.660048
2009	6	19	16	24	0	5959.68	104.890368
2009	6	19	16	26	0	5861.83	103.168208
2009	6	19	16	28	0	5764.72	101.459072
2009	6	19	16	30	0	5673.83	99.859408
2009	6	19	16	32	0	5584.95	98.29512
2009	6	19	16	34	0	5498.97	96.781872
2009	6	19	16	36	0	5419.17	95.377392
2009	6	19	16	38	0	5338.2	93.95232
2009	6	19	16	40	0	5266.15	92.68424
2009	6	19	16	42	0	5199.97	91.519472
2009	6	19	16	44	0	5138.58	90.439008
2009	6	19	16	46	0	5082.38	89.449888
2009	6	19	16	48	0	5031.66	88.557216
2009	6	19	16	50	0	4986.72	87.766272
2009	6	19	16	52	0	4947.8	87.08128
2009	6	19	16	54	0	4914.17	86.489392
2009	6	19	16	56	0	4887.62	86.022112
2009	6	19	16	58	0	4867.5	85.668
2009	6	19	17	0	0	4854.02	85.430752
2009	6	19	17	2	0	4847.36	85.313536
2009	6	19	17	4	0	4847.79	85.321104
2009	6	19	17	6	0	4855.51	85.456976
2009	6	19	17	8	0	4870.66	85.723616
2009	6	19	17	10	0	4893.21	86.120496
2009	6	19	17	12	0	4923.19	86.648144
2009	6	19	17	14	0	4962.16	87.334016
2009	6	19	17	16	0	5007.26	88.127776
2009	6	19	17	18	0	5059.93	89.054768
2009	6	19	17	20	0	5121.09	90.131184
2009	6	19	17	22	0	5193.83	91.411408
2009	6	19	17	24	0	5274.55	92.83208
2009	6	19	17	26	0	5357.51	94.292176
2009	6	19	17	28	0	5447.4	95.87424
2009	6	19	17	30	0	5550.88	97.695488
2009	6	19	17	32	0	5658.18	99.583968
2009	6	19	17	34	0	5782.31	101.768656
2009	6	19	17	36	0	5904.54	103.919904
2009	6	19	17	38	0	6048.98	106.462048
2009	6	19	17	40	0	6177.73	108.728048
2009	6	19	17	42	0	6313.22	111.112672
2009	6	19	17	44	0	6454.68	113.602368
2009	6	19	17	46	0	6601.5	116.1864
2009	6	19	17	48	0	6753.16	118.855616
2009	6	19	17	50	0	6909.16	121.601216
2009	6	19	17	52	0	7069.03	124.414928
2009	6	19	17	54	0	7243.97	127.493872
2009	6	19	17	56	0	7410.78	130.429728
2009	6	19	17	58	0	7580.62	133.418912
2009	6	19	18	0	0	7752.95	136.45192
2009	6	19	18	2	0	7927.16	139.518016
2009	6	19	18	4	0	8102.66	142.606816
2009	6	19	18	6	0	8278.87	145.708112
2009	6	19	18	8	0	8455.21	148.811696
2009	6	19	18	10	0	8631.08	151.907008
2009	6	19	18	12	0	8806.01	154.985776
2009	6	19	18	14	0	8979.74	158.043424
2009	6	19	18	16	0	9151.97	161.074672
2009	6	19	18	18	0	9322.41	164.074416
2009	6	19	18	20	0	9490.77	167.037552
2009	6	19	18	22	0	9656.78	169.959328
2009	6	19	18	24	0	9820.18	172.835168
2009	6	19	18	26	0	9980.68	175.659968
2009	6	19	18	28	0	10137.94	178.427744
2009	6	19	18	30	0	10291.71	181.134096
2009	6	19	18	32	0	10441.82	183.776032
2009	6	19	18	34	0	10588.15	186.35144
2009	6	19	18	36	0	10730.56	188.857856
2009	6	19	18	38	0	10868.83	191.291408
2009	6	19	18	40	0	11002.78	193.648928
2009	6	19	18	42	0	11132.37	195.929712
2009	6	19	18	44	0	11257.67	198.134992
2009	6	19	18	46	0	11378.87	200.268112
2009	6	19	18	48	0	11496.25	202.334
2009	6	19	18	50	0	11610.19	204.339344
2009	6	19	18	52	0	11722.03	206.307728
