years	months	days	hours	minutes	seconds	Q	u_Q
2009	8	20	18	4	0	2466.38	155.628578
2009	8	20	18	6	0	2197.76	138.678656
2009	8	20	18	8	0	1949.32	123.002092
2009	8	20	18	10	0	1699.6	107.24476
2009	8	20	18	12	0	1450.97	91.556207
2009	8	20	18	14	0	1180.59	74.495229
2009	8	20	18	16	0	884.24	55.795544
2009	8	20	18	18	0	620.84	39.175004
2009	8	20	18	20	0	380.13	23.986203
2009	8	20	18	22	0	136.96	8.642176
2009	8	20	18	24	0	-106.27	-6.705637
2009	8	20	18	26	0	-371.59	-23.447329
2009	8	20	18	28	0	-650.5	-41.04655
2009	8	20	18	30	0	-883.46	-55.746326
2009	8	20	18	32	0	-1113.83	-70.282673
2009	8	20	18	34	0	-1404.51	-88.624581
2009	8	20	18	36	0	-1616.64	-102.009984
2009	8	20	18	38	0	-1902.46	-120.045226
2009	8	20	18	40	0	-2111.38	-133.228078
2009	8	20	18	42	0	-2349.83	-148.274273
2009	8	20	18	44	0	-2579.55	-162.769605
2009	8	20	18	46	0	-2806.49	-177.089519
2009	8	20	18	48	0	-3013.84	-190.173304
2009	8	20	18	50	0	-3269.25	-206.289675
2009	8	20	18	52	0	-3475.09	-219.278179
2009	8	20	18	54	0	-3693.79	-233.078149
2009	8	20	18	56	0	-3899.34	-246.048354
2009	8	20	18	58	0	-4104.93	-259.021083
