years	months	days	hours	minutes	seconds	Q	u_Q
2009	8	21	12	40	0	41231.69	890.604504
2009	8	21	12	42	0	41167.43	889.216488
2009	8	21	12	44	0	41105.76	887.884416
2009	8	21	12	46	0	41046.37	886.601592
2009	8	21	12	48	0	40988.97	885.361752
2009	8	21	12	50	0	40933.33	884.159928
2009	8	21	12	52	0	40879.04	882.987264
2009	8	21	12	54	0	40825.64	881.833824
2009	8	21	12	56	0	40772.82	880.692912
2009	8	21	12	58	0	40720.04	879.552864
2009	8	21	13	0	0	40692.69	878.962104
2009	8	21	13	2	0	40733.68	879.847488
2009	8	21	13	4	0	40680.52	878.699232
2009	8	21	13	6	0	40625.98	877.521168
2009	8	21	13	8	0	40569.61	876.303576
2009	8	21	13	10	0	40511.57	875.049912
2009	8	21	13	12	0	40451.4	873.75024
2009	8	21	13	14	0	40389.27	872.408232
2009	8	21	13	16	0	40325.29	871.026264
2009	8	21	13	18	0	40258.61	869.585976
2009	8	21	13	20	0	40189.81	868.099896
2009	8	21	13	22	0	40119.09	866.572344
2009	8	21	13	24	0	40046.81	865.011096
2009	8	21	13	26	0	39974.24	863.443584
2009	8	21	13	28	0	39899.52	861.829632
2009	8	21	13	30	0	39824.53	860.209848
2009	8	21	13	32	0	39749.81	858.595896
2009	8	21	13	34	0	39675.88	856.999008
2009	8	21	13	36	0	39603.31	855.431496
2009	8	21	13	38	0	39537.85	854.01756
2009	8	21	13	40	0	39468.96	852.529536
2009	8	21	13	42	0	39402.79	851.100264
2009	8	21	13	44	0	39339.68	849.737088
2009	8	21	13	46	0	39279.81	848.443896
2009	8	21	13	48	0	39223.25	847.2222
2009	8	21	13	50	0	39169.88	846.069408
2009	8	21	13	52	0	39119.49	844.980984
2009	8	21	13	54	0	39071.66	843.947856
2009	8	21	13	56	0	39026.03	842.962248
2009	8	21	13	58	0	38982.28	842.017248
2009	8	21	14	0	0	38939.87	841.101192
2009	8	21	14	2	0	38898.32	840.203712
2009	8	21	14	4	0	38857.21	839.315736
2009	8	21	14	6	0	38841.9	838.98504
2009	8	21	14	8	0	38803.39	838.153224
2009	8	21	14	10	0	38774.25	837.5238
2009	8	21	14	12	0	38732.42	836.620272
2009	8	21	14	14	0	38687.84	835.657344
2009	8	21	14	16	0	38639.34	834.609744
2009	8	21	14	18	0	38585.89	833.455224
2009	8	21	14	20	0	38526.75	832.1778
2009	8	21	14	22	0	38461.2	830.76192
2009	8	21	14	24	0	38388.52	829.192032
2009	8	21	14	26	0	38307.85	827.44956
2009	8	21	14	28	0	38218.17	825.512472
2009	8	21	14	30	0	38118.31	823.355496
2009	8	21	14	32	0	38007.05	820.95228
2009	8	21	14	34	0	37883.06	818.274096
2009	8	21	14	36	0	37744.8	815.28768
2009	8	21	14	38	0	37590.88	811.963008
2009	8	21	14	40	0	37421.1	808.29576
2009	8	21	14	42	0	37235.28	804.282048
2009	8	21	14	44	0	37026.97	799.782552
2009	8	21	14	46	0	36795.58	794.784528
2009	8	21	14	48	0	36539.72	789.257952
2009	8	21	14	50	0	36258.06	783.174096
2009	8	21	14	52	0	35950.2	776.52432
2009	8	21	14	54	0	35614.63	769.276008
2009	8	21	14	56	0	35250.96	761.420736
2009	8	21	14	58	0	34858.52	752.944032
2009	8	21	15	0	0	34436.54	743.829264
2009	8	21	15	2	0	33984.33	734.061528
2009	8	21	15	4	0	33501.39	723.630024
2009	8	21	15	6	0	32987.1	712.52136
2009	8	21	15	8	0	32440.64	700.717824
2009	8	21	15	10	0	31860.79	688.193064
2009	8	21	15	12	0	31246.35	674.92116
2009	8	21	15	14	0	30596.84	660.891744
2009	8	21	15	16	0	29910.1	646.05816
2009	8	21	15	18	0	29184.54	630.386064
2009	8	21	15	20	0	28418.95	613.84932
2009	8	21	15	22	0	27612.34	596.426544
2009	8	21	15	24	0	26764.07	578.103912
2009	8	21	15	26	0	25873.48	558.867168
2009	8	21	15	28	0	24935.7	538.61112
2009	8	21	15	30	0	23959.16	517.517856
2009	8	21	15	32	0	22939.26	495.488016
2009	8	21	15	34	0	21877.5	472.554
2009	8	21	15	36	0	20773.33	448.703928
2009	8	21	15	38	0	19629.64	424.000224
2009	8	21	15	40	0	18448.61	398.489976
2009	8	21	15	42	0	17235.08	372.277728
2009	8	21	15	44	0	15997.25	345.5406
2009	8	21	15	46	0	14715.47	317.854152
2009	8	21	15	48	0	13421.97	289.914552
2009	8	21	15	50	0	12106.75	261.5058
2009	8	21	15	52	0	10791.95	233.10612
2009	8	21	15	54	0	9465.08	204.445728
2009	8	21	15	56	0	8127.66	175.557456
2009	8	21	15	58	0	6803.28	146.950848
2009	8	21	16	0	0	5442.8	117.56448
2009	8	21	16	2	0	4109.42	88.763472
2009	8	21	16	4	0	2804.51	60.577416
2009	8	21	16	6	0	1504.1	32.48856
2009	8	21	16	8	0	212.72	4.594752
2009	8	21	16	10	0	-1080.22	-23.332752
2009	8	21	16	12	0	-2358.14	-50.935824
2009	8	21	16	14	0	-3543.79	-76.545864
2009	8	21	16	16	0	-4905.73	-105.963768
2009	8	21	16	18	0	-6137.58	-132.571728
2009	8	21	16	20	0	-7306.57	-157.821912
2009	8	21	16	22	0	-8411.68	-181.692288
2009	8	21	16	24	0	-9531.93	-205.889688
2009	8	21	16	26	0	-10634.07	-229.695912
2009	8	21	16	28	0	-11716.97	-253.086552
2009	8	21	16	30	0	-12780.39	-276.056424
2009	8	21	16	32	0	-13824.61	-298.611576
2009	8	21	16	34	0	-14850.05	-320.76108
2009	8	21	16	36	0	-15857.14	-342.514224
2009	8	21	16	38	0	-16846.23	-363.878568
2009	8	21	16	40	0	-17817.41	-384.856056
2009	8	21	16	42	0	-18770.61	-405.445176
2009	8	21	16	44	0	-19705.63	-425.641608
2009	8	21	16	46	0	-20622.29	-445.441464
2009	8	21	16	48	0	-21516.65	-464.75964
2009	8	21	16	50	0	-22393.78	-483.705648
2009	8	21	16	52	0	-23252.43	-502.252488
2009	8	21	16	54	0	-24092.65	-520.40124
2009	8	21	16	56	0	-24914.45	-538.15212
2009	8	21	16	58	0	-25717.78	-555.504048
2009	8	21	17	0	0	-26502.62	-572.456592
2009	8	21	17	2	0	-27269.06	-589.011696
2009	8	21	17	4	0	-28017.38	-605.175408
2009	8	21	17	6	0	-28748.07	-620.958312
2009	8	21	17	8	0	-29461.76	-636.374016
2009	8	21	17	10	0	-30159.15	-651.43764
2009	8	21	17	12	0	-30840.72	-666.159552
2009	8	21	17	14	0	-31506.69	-680.544504
2009	8	21	17	16	0	-32157.04	-694.592064
2009	8	21	17	18	0	-32791.52	-708.296832
2009	8	21	17	20	0	-33409.89	-721.653624
2009	8	21	17	22	0	-34011.96	-734.658336
2009	8	21	17	24	0	-34597.63	-747.308808
2009	8	21	17	26	0	-35166.81	-759.603096
2009	8	21	17	28	0	-35719.41	-771.539256
2009	8	21	17	30	0	-36255.36	-783.115776
2009	8	21	17	32	0	-36774.57	-794.330712
2009	8	21	17	34	0	-37277.29	-805.189464
2009	8	21	17	36	0	-37764.03	-815.703048
2009	8	21	17	38	0	-38235.33	-825.883128
2009	8	21	17	40	0	-38691.76	-835.742016
2009	8	21	17	42	0	-39133.95	-845.29332
2009	8	21	17	44	0	-39562.69	-854.554104
2009	8	21	17	46	0	-39978.84	-863.542944
2009	8	21	17	48	0	-40383.52	-872.284032
2009	8	21	17	50	0	-40778.44	-880.814304
